abbc	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abbc	Relabel model	1 1 1 1 1 2 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 2 2 2 1 1 2 2 2 1 1 2 2 1 1 1 1 1 2 2 1 1 1 1 0 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 0 2 1
abbc	Gold	0 0 0 0 1 1 0 0 0 0 0 0 1 2 0 2 0 1 0 1 1 1 2 0 0 2 0 1 2 0 0 0 0 0 0 2 0 0 0 0 2 1 0 2 0 1 0 1 0 0 0 1 2 0 0 2 1 0 2 2 0 0 0 2 1 2 2 0 2 2 2 0 1 2
afck	Main model	6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
afck	Relabel model	6 4 6 6 0 6 6 0 4 6 4 6 6 0 4 6 6 6 6 6 0 6 6 0 4 4 0 4 6 4 6 6 4 6 0 6 6 6 4 6 6 6 6 6 6 4 6 6
afck	Gold	2 6 2 6 2 4 0 0 4 2 4 0 6 0 6 6 2 6 3 6 5 0 0 4 2 4 2 6 4 0 2 4 4 2 3 1 0 4 3 0 3 4 2 0 0 0 0 0
bove	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
bove	Relabel model	0 1 0 0 1 0 1 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 1 0 1 1 0 1 0 0 1 0 0 1 0 1 0 1 0
bove	Gold	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chct	Main model	2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
chct	Relabel model	2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
chct	Gold	2 2 3 1 1 1 2 2 2 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 1 2 1 1 1 2 3 2 1 2 1 1 2 1 1 3 3 2 2 1 1 2 0 2 0 1 2 1 1 1 1 2 2 1 3 1 2 1 1 1
clck	Main model	0 0 0 0 0 0 0 0
clck	Relabel model	0 0 0 0 0 0 0 0
clck	Gold	0 2 0 0 2 2 2 0
faan	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
faan	Relabel model	1 1 2 1 2 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1
faan	Gold	0 0 2 1 1 1 0 2 2 1 0 2 0 0 0 2 1 2 0 0
faly	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
faly	Relabel model	2 1 2 2 3 1 3 1 2 2 2 2 2 1 2 1
faly	Gold	1 3 2 3 0 1 3 0 3 1 2 1 2 3 1 3
fani	Main model	0 0 0 0 0 0 0 0
fani	Relabel model	2 2 1 0 2 2 2 1
fani	Gold	0 1 0 0 0 1 1 0
farg	Main model	10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
farg	Relabel model	9 0 9 9 9 6 6 6 6 6 6 9 6 0 9 10 6 10 10 9 0 6 6 9 10 0 6 6 6 6 6 10 0 0 6 9 6 6 6 9 9 9 6 6 6 6 10 9 9 9 0 6 9 9 6 9 9 9 0 6 9 6 6 6 0 6
farg	Gold	3 3 3 3 3 4 3 3 3 2 6 3 7 3 3 3 5 6 9 1 3 6 3 3 10 3 3 6 4 3 1 6 6 3 3 6 3 3 3 3 9 3 4 4 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 7 3 3 3 3
goop	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
