abbc	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
abbc	Relabel model	2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
abbc	Gold	0 0 1 0 2 2 1 0 2 2 1 0 2 0 1 1 2 0 2 1 0 0 0 0 0 2 2 2 1 1 0 0 0 1 0 0 2 0 0 0 1 0 0 0 2 1 0 0 0 1 2 0 0 0 0 0 2 0 0 0 2 0 0 1 0 0 0 1 2 0 2 2 0 0
afck	Main model	5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
afck	Relabel model	3 0 0 0 3 6 0 2 6 6 3 3 3 3 6 3 2 6 6 0 3 6 3 6 2 6 0 6 6 3 6 2 0 2 0 2 0 6 2 6 6 6 6 0 6 6 3 2
afck	Gold	1 0 4 0 0 2 2 3 2 0 6 0 2 0 0 4 5 3 4 4 6 0 6 3 2 0 4 4 2 4 2 0 4 4 3 4 6 0 0 0 6 6 6 6 2 2 2 0
bove	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
bove	Relabel model	0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0
bove	Gold	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
chct	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chct	Relabel model	3 3 0 2 3 0 2 0 0 3 0 0 3 0 3 0 0 0 3 2 0 2 3 2 2 0 2 3 0 0 3 0 2 0 2 0 2 2 3 3 2 0 3 3 2 2 3 0 3 3 2 3 0 3 3 0 3 2 2 0 0 3 3 2
chct	Gold	1 1 1 2 1 1 2 1 2 3 3 3 1 1 2 1 1 1 1 1 2 1 1 2 1 2 1 2 2 0 2 2 1 1 2 3 2 1 1 1 1 1 2 1 1 2 1 2 1 2 2 2 1 0 2 1 1 1 1 2 2 1 2 2
clck	Main model	0 0 0 0 0 0 0 0
clck	Relabel model	2 2 2 2 2 2 2 2
clck	Gold	0 0 0 2 0 0 2 2
faan	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
faan	Relabel model	2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
faan	Gold	0 2 1 1 0 2 1 2 1 0 0 0 0 2 1 0 2 2 0 0
faly	Main model	3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
faly	Relabel model	1 1 4 4 4 4 4 1 4 4 4 4 4 4 4 4
faly	Gold	3 0 3 1 2 1 3 1 2 0 3 1 3 0 3 1
fani	Main model	0 0 0 0 0 0 0 0
fani	Relabel model	0 0 0 0 0 0 0 0
fani	Gold	0 1 0 0 0 0 1 1
farg	Main model	5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
farg	Relabel model	8 8 8 8 8 8 6 8 8 8 8 6 8 8 8 6 8 6 8 8 8 8 8 6 8 8 8 6 6 8 8 6 6 6 6 8 8 8 6 8 8 8 8 6 6 8 6 8 6 8 6 8 8 8 8 8 8 8 8 6 8 8 6 8 8 8
