abbc	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
abbc	Relabel model	2 0 0 0 0 2 0 2 0 0 2 2 2 2 0 0 0 0 2 2 2 0 0 2 2 2 2 0 2 2 2 2 2 0 2 0 0 2 2 0
abbc	Gold	0 0 0 0 0 0 0 0 2 0 1 1 1 0 2 0 1 2 2 0 0 2 2 1 0 1 0 2 1 1 0 1 2 1 2 0 0 1 0 2
afck	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
afck	Relabel model	4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 0 4 4 0 4 4 4 0 4 0 4 4 4 4 0 4 4
afck	Gold	0 2 0 0 3 0 6 6 0 6 6 0 2 2 2 2 4 2 5 2 0 2 2 0 2 2 2 0 2 2 3 6
bove	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
bove	Relabel model	0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
bove	Gold	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chct	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chct	Relabel model	2 2 2 2 2 2 2 2 2 2 2 3 2 1 2 2 2 2 1 2 2 2 2 2 2 2 3 1 2 2 1 2
chct	Gold	1 2 1 1 2 2 3 1 2 2 1 2 2 1 1 3 2 2 0 2 1 0 1 2 1 2 2 3 2 2 0 1
clck	Main model	0 0 0 0
clck	Relabel model	0 0 0 0
clck	Gold	2 0 2 0
faan	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
faan	Relabel model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
faan	Gold	0 0 2 2 2 2 0 1 2 2 0 2 1 2 2 2
faly	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1
faly	Relabel model	0 0 0 0 0 4 0 0 0 0 0 0 0 0
faly	Gold	1 4 3 2 0 3 1 0 4 1 1 3 0 0
fani	Main model	0 0 0 0
fani	Relabel model	0 0 0 0
fani	Gold	1 0 1 1
farg	Main model	3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
farg	Relabel model	8 8 8 8 8 0 8 8 8 8 8 8 8 0 8 8 0 8 9 8 8 4 8 0 8 9 9 8 8 9 8 9 8 0 8 9 8 8 8 0 8 8 9 9 8 8 4 8
farg	Gold	3 3 3 1 3 3 9 3 3 10 3 3 3 10 3 4 1 3 3 3 3 6 3 6 6 3 3 3 5 9 3 3 6 3 3 6 6 2 3 3 3 3 3 3 3 3 6 3
goop	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
goop	Relabel model	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 4 0 4 0 0 0 4 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 4 0 0 0 4 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
goop	Gold	0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 4 0 1 0 0 1 0 0 0 0 0 0 1 3 0 1 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 4 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 4 0 3 0 0 0 0 0 0 0 0 0 3 1 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 3 0 0 4 0 0 0 0 1 0 0 0 0 0 2 0 0 1 0
hoer	Main model	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
hoer	Relabel model	1 6 1 6 6 6 6 1 6 6 1 6 1 1 6 1 6 1 6 6 1 1 6 6 1 6 6 1 6 6 1 1 1 6 6 1 6 1 6 1 6 6 6 1 1 6 1 6 6 6 6 1 1 1 1 1 6 1 6 1 1 6 6 1 1 6 1 6 1 1 1 6 1 6 6 6 6 6 6 6 1 1 6 6 6 6 6 6 1 6 6 6 6 6 1 6 1 1 6 6 1 1 6 6 6 1 6 1 1 1 6 6 1 1 6 6 1 6 1 1 1 1 6 1 6 1 6 1 1 1 1 6 6 6 1 6 6 6 1 6
hoer	Gold	1 4 0 5 0 1 5 1 1 0 6 0 1 1 5 5 5 6 5 5 2 1 1 2 1 0 4 0 1 5 0 2 3 1 4 5 5 1 1 2 1 1 5 1 1 4 1 4 1 2 5 6 1 1 1 0 1 1 0 1 0 1 4 1 1 5 1 2 5 5 1 1 0 0 0 5 4 1 5 1 0 1 1 5 2 4 4 5 1 5 1 5 0 1 4 1 1 1 1 5 5 1 4 5 5 3 5 5 5 1 1 5 1 1 4 0 5 1 4 0 1 1 0 2 0 0 4 0 5 0 2 1 5 1 1 4 1 5 1 0
huca	Main model	1 1 1 1 1 1 1 1
huca	Relabel model	0 0 0 0 0 0 0 0
huca	Gold	0 1 2 2 0 1 1 2
mpws	Main model	2 2 2 2 2 2 2 2
mpws	Relabel model	2 2 2 2 2 2 2 2
mpws	Gold	0 1 2 1 1 1 1 1
obry	Main model	0 0 0 0 0 0 0 0 0 0
obry	Relabel model	3 3 3 3 3 3 3 3 3 3
obry	Gold	1 1 3 2 1 1 1 1 3 1
para	Main model	3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
para	Relabel model	3 5 3 5 5 5 3 3 5 5 5 3 0 5 3 3 3 5 5 3 5 5 3 3 5 3 3 5
para	Gold	0 3 4 0 4 2 0 6 4 2 3 4 1 0 2 2 3 4 3 5 3 3 0 6 0 3 3 3
peck	Main model	0 0 0 0 0 0 0 0 0 0 0 0 0 0
peck	Relabel model	0 0 0 0 0 0 0 0 0 0 0 0 0 0
peck	Gold	2 2 0 2 0 0 2 2 2 0 2 0 2 2
